"2270";"3";"12";"H43";"3rd & 12 at GT43: LONG, Malcolm pass incomplete to ELMORE,Lennel.";"3";"95";"116";"11,7,116";"V";"P";"ACTIVE";
"2271";"4";"12";"H43";"4th & 12 at GT43: ERICKSON,Blake punt 25 yards to the GT18, fair catch by Tarrant, J..";"3";"95";"117";"11,8,117";"V";"U";"ACTIVE";
"2272";"1";"10";"H18";"1st & 10 at GT18: GEORGIA TECH drive start at 11:59.";"3";"95";"118";"12,1,118";"H";;"ACTIVE";
"2273";"1";"10";"H18";"1st & 10 at GT18: GT ball on GT19.";"3";"95";"119";"12,2,119";"H";;"ACTIVE";
"2274";"1";"10";"H19";"1st & 10 at GT19: Nesbitt, J. rush for 6 yards to the GT25 (WILKERSON,Juliu;DOUGLAS,Lataris).";"3";"95";"120";"12,3,120";"H";"R";"ACTIVE";
"2275";"2";"4";"H25";"2nd & 4 at GT25: Bostic, B.J. rush for 8 yards to the GT33, 1ST DOWN GT.";"3";"95";"121";"12,4,121";"H";"R";"ACTIVE";
"2276";"1";"10";"H33";"1st & 10 at GT33: Peeples, E. rush for loss of 3 yards to the GT30 (WASHINGTON,Pat).";"3";"95";"122";"12,5,122";"H";"R";"ACTIVE";
"2277";"2";"13";"H30";"2nd & 13 at GT30: Nesbitt, J. rush for 3 yards to the GT33 (WASHINGTON,Pat;RICHARD,Donovan).";"3";"95";"123";"12,6,123";"H";"R";"ACTIVE";
"2278";"3";"10";"H33";"3rd & 10 at GT33: Nesbitt, J. pass incomplete to Hill, S..";"3";"95";"124";"12,7,124";"H";"P";"ACTIVE";
"2279";"4";"10";"H33";"4th & 10 at GT33: Anderson, C. punt 43 yards to the SCST24, ELMORE,Lennel return 0 yards to the SCST24, fumble by ELMORE,Lennel recovered by GT Sims, Q. at SCST21.";"3";"95";"125";"12,8,125";"H";"U";"ACTIVE";
"2280";"1";"10";"V21";"1st & 10 at SCST21: GEORGIA TECH drive start at 09:30.";"3";"95";"126";"14,1,126";"H";;"ACTIVE";
"2281";"1";"10";"V21";"1st & 10 at SCST21: Nesbitt, J. rush for 6 yards to the SCST15 (LONG, Malcolm).";"3";"95";"127";"14,2,127";"H";"R";"ACTIVE";
"2282";"2";"4";"V15";"2nd & 4 at SCST15: Nesbitt, J. rush for 1 yard to the SCST14 (ERBY, David).";"3";"95";"128";"14,3,128";"H";"R";"ACTIVE";
"2283";"3";"3";"V14";"3rd & 3 at SCST14: Nesbitt, J. pass incomplete to Hill, S..";"3";"95";"129";"14,4,129";"H";"P";"ACTIVE";
"2284";"4";"3";"V14";"4th & 3 at SCST14: Timeout South Carolina State, clock 08:11.";"3";"95";"130";"14,5,130";"H";"#";"ACTIVE";
"2285";"4";"3";"V14";"4th & 3 at SCST14: Nesbitt, J. rush for 14 yards to the SCST0, 1ST DOWN GT, TOUCHDOWN, clock 08:05.";"3";"95";"131";"14,6,131";"H";"R";"ACTIVE";
"2286";"1";"0";"V03";"1st & GOAL at SCST03: Blair, S. kick attempt good.";"3";"95";"132";"14,7,132";"H";"X";"ACTIVE";
"2287";"1";"0";"H30";"1st & GOAL at GT30: Scully, D. kickoff 46 yards to the SCST24, KERR,Antwanne return 2 yards to the SCST26, fumble by KERR,Antwanne recovered by SCST ELMORE,Lennel at SCST26.";"3";"95";"133";"14,8,133";"H";"K";"ACTIVE";
"2288";"1";"10";"V26";"1st & 10 at SCST26: SOUTH CAROLINA STATE drive start at 07:57.";"3";"95";"134";"15,1,134";"V";;"ACTIVE";
"2289";"1";"10";"V26";"1st & 10 at SCST26: JORDON,Asheton rush for loss of 1 yard to the SCST25.";"3";"95";"135";"15,2,135";"V";"R";"ACTIVE";
"2290";"2";"11";"V25";"2nd & 11 at SCST25: LONG, Malcolm pass incomplete to NORWOOD, Erin.";"3";"95";"136";"15,3,136";"V";"P";"ACTIVE";
"2291";"3";"11";"V25";"3rd & 11 at SCST25: LONG, Malcolm rush for loss of 6 yards to the SCST19, fumble forced by Johnson, I., fumble by LONG, Malcolm recovered by SCST JORDON,Asheton at SCST19, JORDON,Asheton for 1 yard to the SCST20 (Cross, I.).";"3";"95";"137";"15,4,137";"V";"R";"ACTIVE";
"2292";"4";"16";"V20";"4th & 16 at SCST20: ERICKSON,Blake punt 25 yards to the SCST45, downed.";"3";"95";"138";"15,5,138";"V";"U";"ACTIVE";
"2293";"1";"10";"V45";"1st & 10 at SCST45: GEORGIA TECH drive start at 06:16.";"3";"95";"139";"16,1,139";"H";;"ACTIVE";
"2294";"1";"10";"V45";"1st & 10 at SCST45: GT ball on SCST44.";"3";"95";"140";"16,2,140";"H";;"ACTIVE";
"2295";"1";"10";"V44";"1st & 10 at SCST44: Smith, O. rush for 9 yards to the SCST35, out-of-bounds (ERBY, David), PENALTY SCST personal foul (ERBY, David) 15 yards to the SCST20, 1ST DOWN GT.";"3";"95";"141";"16,3,141";"H";"R";"ACTIVE";
"2296";"1";"10";"V20";"1st & 10 at SCST20: 1st and 10.";"3";"95";"142";"16,4,142";"H";;"ACTIVE";
